env,algo,n_iter,trial,cost,time_seconds,success,n_nodes
env_c,run_rrt,500,0,19.0,0.00810095900669694,True,200
env_c,run_rrt,500,1,16.0,0.006080208928324282,True,146
env_c,run_rrt,500,2,16.829245914415537,0.008804333047010005,True,216
env_c,run_rrt,500,3,15.983450104832627,0.014794624992646277,True,292
env_c,run_rrt,500,4,18.385492826788926,0.005162208923138678,True,151
env_c,run_rrt,500,5,18.31699332279683,0.011477042105980217,True,257
env_c,run_rrt,500,6,16.912835651293477,0.00875066698063165,True,216
env_c,run_rrt,500,7,16.84195879920875,0.003458457998931408,True,117
env_c,run_rrt,500,8,17.946209578256042,0.008396917022764683,True,210
env_c,run_rrt,500,9,16.847811552031082,0.008580249967053533,True,208
env_c,run_rrt,500,10,16.5,0.0051767920376732945,True,145
env_c,run_rrt,500,11,17.79549913368404,0.0072749999817460775,True,194
env_c,run_rrt,500,12,17.797228975483375,0.007238416001200676,True,191
env_c,run_rrt,500,13,15.5,0.006912459037266672,True,185
env_c,run_rrt,500,14,16.8361152532141,0.004875500104390085,True,147
env_c,run_rrt,500,15,17.5,0.0098878750577569,True,235
env_c,run_rrt,500,16,16.5,0.008458791067823768,True,217
env_c,run_rrt,500,17,16.38560064943907,0.007476457976736128,True,195
env_c,run_rrt,500,18,16.861114630906318,0.009603083948604763,True,230
env_c,run_rrt,500,19,16.5,0.0072362920036539435,True,189
env_c,run_rrt,500,20,16.842536198306018,0.0039348750142380595,True,125
env_c,run_rrt,500,21,17.451160899889288,0.0068902920465916395,True,185
env_c,run_rrt,500,22,16.0,0.0033637500600889325,True,110
env_c,run_rrt,500,23,17.0,0.0037037080619484186,True,112
env_c,run_rrt,500,24,17.5,0.012913458049297333,True,279
env_c,run_rrt,500,25,16.268324012914725,0.00535154202952981,True,155
env_c,run_rrt,500,26,18.0,0.00991141702979803,True,233
env_c,run_rrt,500,27,16.316634674603463,0.02183666604105383,True,388
env_c,run_rrt,500,28,17.178582766149912,0.004161959048360586,True,130
